Vernier Format 2
Untitled.gmbl 06/11/2023 15:29:44 ,
Latest
Time	Sound Pressure 1	Offset Pressure 1	Sound Pressure 2	Offset Pressure 2
t	Pres 1	Offset 1	Pres 2	Offset 2
s	arbitrary	arbitrary	arbitrary	arbitrary

0	2,69302368164	0,00458490965796	2,66654968262	0,00492069369457
0,0001	2,68943786621	0,000999094228276	2,65930175781	-0,00232723111012
0,0002	2,69058227539	0,00214350340796	2,66654968262	0,00492069369457
0,0003	2,68699645996	-0,00144231202172	2,66296386719	0,00133487826488
0,0004	2,68821716309	-0,000221608896724	2,66296386719	0,00133487826488
0,0005	2,68943786621	0,000999094228276	2,66418457031	0,00255558138988
0,0006	2,68455505371	-0,00388371827172	2,65808105469	-0,00354793423512
0,0007	2,68821716309	-0,000221608896724	2,65808105469	-0,00354793423512
0,0008	2,69180297852	0,00336420653296	2,67021179199	0,00858280306957
0,0009	2,68699645996	-0,00144231202172	2,65808105469	-0,00354793423512
0,001	2,68943786621	0,000999094228276	2,65686035156	-0,00476863736012
0,0011	2,68699645996	-0,00144231202172	2,66296386719	0,00133487826488
0,0012	2,68089294434	-0,00754582764672	2,65319824219	-0,00843074673512
0,0013	2,68943786621	0,000999094228276	2,65930175781	-0,00232723111012
0,0014	2,69058227539	0,00214350340796	2,66296386719	0,00133487826488
0,0015	2,68211364746	-0,00632512452172	2,65563964844	-0,00598934048512
0,0016	2,68699645996	-0,00144231202172	2,65808105469	-0,00354793423512
0,0017	2,68699645996	-0,00144231202172	2,66296386719	0,00133487826488
0,0018	2,68577575684	-0,00266301514672	2,65808105469	-0,00354793423512
0,0019	2,69302368164	0,00458490965796	2,66654968262	0,00492069369457
0,002	2,68577575684	-0,00266301514672	2,66532897949	0,00369999056957
0,0021	2,68821716309	-0,000221608896724	2,65930175781	-0,00232723111012
0,0022	2,69180297852	0,00336420653296	2,66532897949	0,00369999056957
0,0023	2,68211364746	-0,00632512452172	2,66174316406	0,000114175139881
0,0024	2,68699645996	-0,00144231202172	2,65441894531	-0,00721004361012
0,0025	2,68943786621	0,000999094228276	2,66052246094	-0,00110652798512
0,0026	2,68211364746	-0,00632512452172	2,65441894531	-0,00721004361012
0,0027	2,68455505371	-0,00388371827172	2,65319824219	-0,00843074673512
0,0028	2,68699645996	-0,00144231202172	2,65808105469	-0,00354793423512
0,0029	2,68699645996	-0,00144231202172	2,65808105469	-0,00354793423512
0,003	2,69302368164	0,00458490965796	2,66532897949	0,00369999056957
0,0031	2,68943786621	0,000999094228276	2,66654968262	0,00492069369457
0,0032	2,68333435059	-0,00510442139672	2,65319824219	-0,00843074673512
0,0033	2,68699645996	-0,00144231202172	2,65686035156	-0,00476863736012
0,0034	2,69058227539	0,00214350340796	2,66532897949	0,00369999056957
0,0035	2,68577575684	-0,00266301514672	2,65563964844	-0,00598934048512
0,0036	2,69424438477	0,00580561278296	2,66418457031	0,00255558138988
0,0037	2,68821716309	-0,000221608896724	2,66296386719	0,00133487826488
0,0038	2,68577575684	-0,00266301514672	2,65686035156	-0,00476863736012
0,0039	2,69058227539	0,00214350340796	2,66296386719	0,00133487826488
0,004	2,68821716309	-0,000221608896724	2,66532897949	0,00369999056957
0,0041	2,68943786621	0,000999094228276	2,66296386719	0,00133487826488
0,0042	2,68455505371	-0,00388371827172	2,66174316406	0,000114175139881
0,0043	2,67967224121	-0,00876653077172	2,65686035156	-0,00476863736012
