Vernier Format 2
2 branco.gmbl 13/11/2023 15:12:16 ,
Latest
Time	Sound Pressure 1	Offset Pressure 1	Sound Pressure 2	Offset Pressure 2
t	Pres 1	Offset 1	Pres 2	Offset 2
s	arbitrary	arbitrary	arbitrary	arbitrary

0	2,69416809082	0,00748688994861	2,66754150391	0,00761771280257
0,0001	2,68569946289	-0,000981737981077	2,66021728516	0,000293494052574
0,0002	2,69180297852	0,00512177764392	2,66265869141	0,00273490030257
0,0003	2,68447875977	-0,00220244110608	2,66510009766	0,00517630655257
0,0004	2,68569946289	-0,000981737981077	2,65899658203	-0,000927209072426
0,0005	2,68692016602	0,000238965143923	2,66387939453	0,00395560342757
0,0006	2,68569946289	-0,000981737981077	2,65899658203	-0,000927209072426
0,0007	2,68814086914	0,00145966826892	2,65655517578	-0,00336861532243
0,0008	2,69416809082	0,00748688994861	2,66510009766	0,00517630655257
0,0009	2,68569946289	-0,000981737981077	2,65296936035	-0,00695443075211
0,001	2,69180297852	0,00512177764392	2,65777587891	-0,00214791219743
0,0011	2,6929473877	0,00626618682361	2,66265869141	0,00273490030257
0,0012	2,68692016602	0,000238965143923	2,65655517578	-0,00336861532243
0,0013	2,68692016602	0,000238965143923	2,65777587891	-0,00214791219743
0,0014	2,67723083496	-0,00945036591076	2,65777587891	-0,00214791219743
0,0015	2,67959594727	-0,00708525360608	2,65174865723	-0,00817513387711
0,0016	2,68447875977	-0,00220244110608	2,65899658203	-0,000927209072426
0,0017	2,67723083496	-0,00945036591076	2,65777587891	-0,00214791219743
0,0018	2,68814086914	0,00145966826892	2,66387939453	0,00395560342757
0,0019	2,69180297852	0,00512177764392	2,66754150391	0,00761771280257
0,002	2,68936157227	0,00268037139392	2,66021728516	0,000293494052574
0,0021	2,69180297852	0,00512177764392	2,65899658203	-0,000927209072426
0,0022	2,68692016602	0,000238965143923	2,66021728516	0,000293494052574
0,0023	2,69058227539	0,00390107451892	2,65655517578	-0,00336861532243
0,0024	2,69180297852	0,00512177764392	2,66143798828	0,00151419717757
0,0025	2,68692016602	0,000238965143923	2,65899658203	-0,000927209072426
0,0026	2,68692016602	0,000238965143923	2,65899658203	-0,000927209072426
0,0027	2,69180297852	0,00512177764392	2,66754150391	0,00761771280257
0,0028	2,68447875977	-0,00220244110608	2,66510009766	0,00517630655257
0,0029	2,68814086914	0,00145966826892	2,66510009766	0,00517630655257
0,003	2,68692016602	0,000238965143923	2,66510009766	0,00517630655257
0,0031	2,68325805664	-0,00342314423108	2,65777587891	-0,00214791219743
0,0032	2,68814086914	0,00145966826892	2,66143798828	0,00151419717757
0,0033	2,68814086914	0,00145966826892	2,66632080078	0,00639700967757
0,0034	2,68692016602	0,000238965143923	2,65777587891	-0,00214791219743
0,0035	2,6929473877	0,00626618682361	2,66632080078	0,00639700967757
0,0036	2,68569946289	-0,000981737981077	2,66021728516	0,000293494052574
0,0037	2,68692016602	0,000238965143923	2,66143798828	0,00151419717757
0,0038	2,69058227539	0,00390107451892	2,66021728516	0,000293494052574
0,0039	2,68447875977	-0,00220244110608	2,66021728516	0,000293494052574
0,004	2,68814086914	0,00145966826892	2,65777587891	-0,00214791219743
0,0041	2,69180297852	0,00512177764392	2,66998291016	0,0100591190526
0,0042	2,68692016602	0,000238965143923	2,65411376953	-0,00581002157243
0,0043	2,68936157227	0,00268037139392	2,65533447266	-0,00458931844743
