Vernier Format 2
5.2 amarelo.gmbl 13/11/2023 15:03:57 ,
Latest
Time	Sound Pressure 1	Offset Pressure 1	Sound Pressure 2	Offset Pressure 2
t	Pres 1	Offset 1	Pres 2	Offset 2
s	arbitrary	arbitrary	arbitrary	arbitrary

0	2,6929473877	0,00612136420854	2,66632080078	0,00614653039317
0,0001	2,68447875977	-0,00234726372115	2,65777587891	-0,00239839148183
0,0002	2,68692016602	9,4142528849E-005	2,65899658203	-0,00117768835683
0,0003	2,68692016602	9,4142528849E-005	2,66510009766	0,00492582726817
0,0004	2,68081665039	-0,00600937309615	2,65777587891	-0,00239839148183
0,0005	2,68692016602	9,4142528849E-005	2,66387939453	0,00370512414317
0,0006	2,68447875977	-0,00234726372115	2,66998291016	0,00980863976817
0,0007	2,68203735352	-0,00478866997115	2,65899658203	-0,00117768835683
0,0008	2,68936157227	0,00253554877885	2,67234802246	0,0121737520729
0,0009	2,68569946289	-0,00112656059615	2,66876220703	0,00858793664317
0,001	2,68814086914	0,00131484565385	2,66387939453	0,00370512414317
0,0011	2,69058227539	0,00375625190385	2,66632080078	0,00614653039317
0,0012	2,68936157227	0,00253554877885	2,65296936035	-0,00720491003652
0,0013	2,69905090332	0,0122248798335	2,65899658203	-0,00117768835683
0,0014	2,69058227539	0,00375625190385	2,65655517578	-0,00361909460683
0,0015	2,68936157227	0,00253554877885	2,65296936035	-0,00720491003652
0,0016	2,69660949707	0,00978347358354	2,66632080078	0,00614653039317
0,0017	2,69058227539	0,00375625190385	2,66265869141	0,00248442101817
0,0018	2,69058227539	0,00375625190385	2,66021728516	4,3014768166E-005
0,0019	2,68936157227	0,00253554877885	2,66632080078	0,00614653039317
0,002	2,68325805664	-0,00356796684615	2,66632080078	0,00614653039317
0,0021	2,69180297852	0,00497695502885	2,66510009766	0,00492582726817
0,0022	2,68814086914	0,00131484565385	2,66876220703	0,00858793664317
0,0023	2,68081665039	-0,00600937309615	2,65899658203	-0,00117768835683
0,0024	2,68814086914	0,00131484565385	2,66510009766	0,00492582726817
0,0025	2,68692016602	9,4142528849E-005	2,66632080078	0,00614653039317
0,0026	2,67837524414	-0,00845077934615	2,64686584473	-0,0133084256615
0,0027	2,68692016602	9,4142528849E-005	2,65533447266	-0,00483979773183
0,0028	2,68447875977	-0,00234726372115	2,65533447266	-0,00483979773183
0,0029	2,68692016602	9,4142528849E-005	2,65296936035	-0,00720491003652
0,003	2,69058227539	0,00375625190385	2,65655517578	-0,00361909460683
0,0031	2,68447875977	-0,00234726372115	2,65296936035	-0,00720491003652
0,0032	2,68692016602	9,4142528849E-005	2,65411376953	-0,00606050085683
0,0033	2,68814086914	0,00131484565385	2,66265869141	0,00248442101817
0,0034	2,68325805664	-0,00356796684615	2,65296936035	-0,00720491003652
0,0035	2,68692016602	9,4142528849E-005	2,65655517578	-0,00361909460683
0,0036	2,68203735352	-0,00478866997115	2,66143798828	0,00126371789317
0,0037	2,68081665039	-0,00600937309615	2,65411376953	-0,00606050085683
0,0038	2,68569946289	-0,00112656059615	2,65777587891	-0,00239839148183
0,0039	2,68569946289	-0,00112656059615	2,66632080078	0,00614653039317
0,004	2,68814086914	0,00131484565385	2,66632080078	0,00614653039317
0,0041	2,69180297852	0,00497695502885	2,67234802246	0,0121737520729
0,0042	2,68081665039	-0,00600937309615	2,65899658203	-0,00117768835683
0,0043	2,68203735352	-0,00478866997115	2,65777587891	-0,00239839148183
0,0044	2,68692016602	9,4142528849E-005	2,66632080078	0,00614653039317
0,0045	2,68203735352	-0,00478866997115	2,65655517578	-0,00361909460683
0,0046	2,68814086914	0,00131484565385	2,66510009766	0,00492582726817
0,0047	2,68569946289	-0,00112656059615	2,66021728516	4,3014768166E-005
0,0048	2,68325805664	-0,00356796684615	2,65533447266	-0,00483979773183
0,0049	2,68814086914	0,00131484565385	2,65777587891	-0,00239839148183
0,005	2,68203735352	-0,00478866997115	2,65533447266	-0,00483979773183
0,0051	2,68936157227	0,00253554877885	2,65655517578	-0,00361909460683
0,0052	2,68692016602	9,4142528849E-005	2,65899658203	-0,00117768835683
0,0053	2,68203735352	-0,00478866997115	2,65296936035	-0,00720491003652
0,0054	2,68814086914	0,00131484565385	2,65411376953	-0,00606050085683
0,0055	2,68814086914	0,00131484565385	2,65777587891	-0,00239839148183
0,0056	2,68569946289	-0,00112656059615	2,65655517578	-0,00361909460683
0,0057	2,68814086914	0,00131484565385	2,66021728516	4,3014768166E-005
0,0058	2,68569946289	-0,00112656059615	2,65899658203	-0,00117768835683
0,0059	2,68692016602	9,4142528849E-005	2,66021728516	4,3014768166E-005
0,006	2,68936157227	0,00253554877885	2,66998291016	0,00980863976817
0,0061	2,68569946289	-0,00112656059615	2,66876220703	0,00858793664317
0,0062	2,67837524414	-0,00845077934615	2,65777587891	-0,00239839148183
0,0063	2,68203735352	-0,00478866997115	2,65899658203	-0,00117768835683
0,0064	2,67234802246	-0,0144780010258	2,64808654785	-0,0120877225365
0,0065	2,68447875977	-0,00234726372115	2,65174865723	-0,00842561316152
0,0066	2,68692016602	9,4142528849E-005	2,65296936035	-0,00720491003652
0,0067	2,68447875977	-0,00234726372115	2,64808654785	-0,0120877225365
0,0068	2,69058227539	0,00375625190385	2,65655517578	-0,00361909460683
0,0069	2,69180297852	0,00497695502885	2,66387939453	0,00370512414317
0,007	2,69058227539	0,00375625190385	2,65411376953	-0,00606050085683
0,0071	2,69058227539	0,00375625190385	2,65777587891	-0,00239839148183
0,0072	2,68692016602	9,4142528849E-005	2,66021728516	4,3014768166E-005
