Vernier Format 2
pressao 5 bancada 3 grav bancada 1.gmbl 01/11/2023 16:01:14 ,
Latest
Time	Sound Pressure 1	Offset Pressure 1	Sound Pressure 2	Offset Pressure 2
t	Pres 1	Offset 1	Pres 2	Offset 2
s	arbitrary	arbitrary	arbitrary	arbitrary

0	2,69302368164	0,00623265162919	2,66174316406	0,00227228061173
0,0001	2,69058227539	0,00379124537919	2,66418457031	0,00471368686173
0,0002	2,68211364746	-0,0046773825505	2,65197753906	-0,00749334438827
0,0003	2,68943786621	0,0026468361995	2,65930175781	-0,000169125638267
0,0004	2,68333435059	-0,0034566794255	2,65686035156	-0,00261053188827
0,0005	2,68455505371	-0,0022359763005	2,65319824219	-0,00627264126327
0,0006	2,69180297852	0,00501194850419	2,66296386719	0,00349298373673
0,0007	2,68699645996	0,000205429949502	2,66052246094	0,00105157748673
0,0008	2,68943786621	0,0026468361995	2,65686035156	-0,00261053188827
0,0009	2,68821716309	0,0014261330745	2,65930175781	-0,000169125638267
0,001	2,68211364746	-0,0046773825505	2,65197753906	-0,00749334438827
0,0011	2,68577575684	-0,0010152731755	2,65319824219	-0,00627264126327
0,0012	2,68943786621	0,0026468361995	2,66418457031	0,00471368686173
0,0013	2,68577575684	-0,0010152731755	2,65441894531	-0,00505193813827
0,0014	2,68699645996	0,000205429949502	2,65930175781	-0,000169125638267
0,0015	2,68577575684	-0,0010152731755	2,66296386719	0,00349298373673
0,0016	2,67967224121	-0,0071187888005	2,65197753906	-0,00749334438827
0,0017	2,68455505371	-0,0022359763005	2,65808105469	-0,00138982876327
0,0018	2,67845153809	-0,0083394919255	2,65686035156	-0,00261053188827
0,0019	2,68333435059	-0,0034566794255	2,65686035156	-0,00261053188827
0,002	2,68821716309	0,0014261330745	2,66052246094	0,00105157748673
0,0021	2,68333435059	-0,0034566794255	2,65808105469	-0,00138982876327
0,0022	2,68699645996	0,000205429949502	2,65563964844	-0,00383123501327
0,0023	2,68577575684	-0,0010152731755	2,65686035156	-0,00261053188827
0,0024	2,68577575684	-0,0010152731755	2,65197753906	-0,00749334438827
0,0025	2,68821716309	0,0014261330745	2,65563964844	-0,00383123501327
0,0026	2,68699645996	0,000205429949502	2,65930175781	-0,000169125638267
0,0027	2,68577575684	-0,0010152731755	2,65319824219	-0,00627264126327
0,0028	2,68577575684	-0,0010152731755	2,65441894531	-0,00505193813827
0,0029	2,68577575684	-0,0010152731755	2,66052246094	0,00105157748673
0,003	2,68699645996	0,000205429949502	2,65686035156	-0,00261053188827
0,0031	2,68943786621	0,0026468361995	2,66532897949	0,00585809604142
0,0032	2,68577575684	-0,0010152731755	2,66296386719	0,00349298373673
0,0033	2,69180297852	0,00501194850419	2,66532897949	0,00585809604142
0,0034	2,69302368164	0,00623265162919	2,66777038574	0,00829950229142
0,0035	2,68333435059	-0,0034566794255	2,65686035156	-0,00261053188827
0,0036	2,68943786621	0,0026468361995	2,65930175781	-0,000169125638267
0,0037	2,68333435059	-0,0034566794255	2,65808105469	-0,00138982876327
0,0038	2,68333435059	-0,0034566794255	2,65319824219	-0,00627264126327
0,0039	2,68943786621	0,0026468361995	2,66296386719	0,00349298373673
0,004	2,68699645996	0,000205429949502	2,66296386719	0,00349298373673
0,0041	2,68943786621	0,0026468361995	2,65930175781	-0,000169125638267
0,0042	2,68821716309	0,0014261330745	2,66174316406	0,00227228061173
0,0043	2,67845153809	-0,0083394919255	2,65319824219	-0,00627264126327
0,0044	2,68089294434	-0,0058980856755	2,65075683594	-0,00871404751327
0,0045	2,68577575684	-0,0010152731755	2,65686035156	-0,00261053188827
0,0046	2,68089294434	-0,0058980856755	2,65197753906	-0,00749334438827
0,0047	2,69058227539	0,00379124537919	2,66052246094	0,00105157748673
0,0048	2,69058227539	0,00379124537919	2,66532897949	0,00585809604142
0,0049	2,68699645996	0,000205429949502	2,65686035156	-0,00261053188827
0,005	2,69302368164	0,00623265162919	2,66296386719	0,00349298373673
0,0051	2,68577575684	-0,0010152731755	2,65930175781	-0,000169125638267
0,0052	2,68699645996	0,000205429949502	2,65930175781	-0,000169125638267
0,0053	2,69058227539	0,00379124537919	2,66532897949	0,00585809604142
0,0054	2,68333435059	-0,0034566794255	2,66296386719	0,00349298373673
0,0055	2,69058227539	0,00379124537919	2,66296386719	0,00349298373673
0,0056	2,68943786621	0,0026468361995	2,66654968262	0,00707879916642
0,0057	2,68089294434	-0,0058980856755	2,65563964844	-0,00383123501327
0,0058	2,68699645996	0,000205429949502	2,66296386719	0,00349298373673
0,0059	2,69058227539	0,00379124537919	2,66899108887	0,00952020541642
0,006	2,68577575684	-0,0010152731755	2,65930175781	-0,000169125638267
0,0061	2,69058227539	0,00379124537919	2,66654968262	0,00707879916642
0,0062	2,68089294434	-0,0058980856755	2,65930175781	-0,000169125638267
0,0063	2,68211364746	-0,0046773825505	2,65441894531	-0,00505193813827
0,0064	2,68577575684	-0,0010152731755	2,65930175781	-0,000169125638267
0,0065	2,68211364746	-0,0046773825505	2,65808105469	-0,00138982876327
0,0066	2,68943786621	0,0026468361995	2,66052246094	0,00105157748673
0,0067	2,69058227539	0,00379124537919	2,66296386719	0,00349298373673
0,0068	2,68211364746	-0,0046773825505	2,65319824219	-0,00627264126327
0,0069	2,68943786621	0,0026468361995	2,65686035156	-0,00261053188827
0,007	2,69058227539	0,00379124537919	2,66296386719	0,00349298373673
0,0071	2,68333435059	-0,0034566794255	2,65197753906	-0,00749334438827
0,0072	2,68577575684	-0,0010152731755	2,65563964844	-0,00383123501327
