"Times","SoundPressure1","OffsetPressure1","SoundPressure2","OffsetPressure2"
0.4536,2.688,0.001,2.664,0.004
0.4537,2.682,-0.005,2.658,-0.002
0.4538,2.688,0.001,2.659,-0.001
0.4539,2.682,-0.005,2.658,-0.002
0.4540,2.681,-0.006,2.654,-0.006
0.4541,2.691,0.004,2.664,0.004
0.4542,2.684,-0.002,2.659,-0.001
0.4543,2.683,-0.004,2.654,-0.006
0.4544,2.687,0.000,2.661,0.001
0.4545,2.682,-0.005,2.657,-0.004
0.4546,2.687,0.000,2.659,-0.001
0.4547,2.691,0.004,2.665,0.005
0.4548,2.683,-0.004,2.654,-0.006
0.4549,2.689,0.003,2.665,0.005
0.4550,2.689,0.003,2.664,0.004
0.4551,2.684,-0.002,2.655,-0.005
0.4552,2.691,0.004,2.660,0.000
0.4553,2.684,-0.002,2.658,-0.002
0.4554,2.688,0.001,2.655,-0.005
0.4555,2.688,0.001,2.658,-0.002
0.4556,2.682,-0.005,2.657,-0.004
0.4557,2.686,-0.001,2.657,-0.004
0.4558,2.684,-0.002,2.660,0.000
0.4559,2.678,-0.008,2.652,-0.008
0.4560,2.684,-0.002,2.659,-0.001
0.4561,2.692,0.005,2.670,0.010
0.4562,2.686,-0.001,2.657,-0.004
0.4563,2.692,0.005,2.666,0.006
0.4564,2.686,-0.001,2.663,0.003
0.4565,2.684,-0.002,2.660,0.000
0.4566,2.689,0.003,2.666,0.006
0.4567,2.681,-0.006,2.658,-0.002
0.4568,2.687,0.000,2.660,0.000
0.4569,2.687,0.000,2.664,0.004
0.4570,2.680,-0.007,2.652,-0.008
0.4571,2.684,-0.002,2.657,-0.004
0.4572,2.682,-0.005,2.658,-0.002
0.4573,2.681,-0.006,2.653,-0.007
0.4574,2.687,0.000,2.659,-0.001
0.4575,2.682,-0.005,2.660,0.000
0.4576,2.688,0.001,2.659,-0.001
0.4577,2.692,0.005,2.661,0.001
0.4578,2.686,-0.001,2.654,-0.006
0.4579,2.692,0.005,2.658,-0.002
0.4580,2.693,0.006,2.665,0.005
0.4581,2.688,0.001,2.657,-0.004
0.4582,2.692,0.005,2.660,0.000
0.4583,2.687,0.000,2.666,0.006
0.4584,2.687,0.000,2.658,-0.002
0.4585,2.689,0.003,2.664,0.004
0.4586,2.681,-0.006,2.655,-0.005
0.4587,2.686,-0.001,2.658,-0.002
0.4588,2.687,0.000,2.660,0.000
0.4589,2.684,-0.002,2.658,-0.002
0.4590,2.687,0.000,2.658,-0.002
0.4591,2.686,-0.001,2.660,0.000
0.4592,2.686,-0.001,2.657,-0.004
0.4593,2.692,0.005,2.664,0.004
0.4594,2.691,0.004,2.668,0.007
0.4595,2.688,0.001,2.661,0.001
0.4596,2.692,0.005,2.668,0.007
0.4597,2.687,0.000,2.664,0.004
0.4598,2.687,0.000,2.660,0.000
0.4599,2.691,0.004,2.666,0.006
0.4600,2.687,0.000,2.658,-0.002
0.4601,2.694,0.007,2.665,0.005
0.4602,2.691,0.004,2.664,0.004
0.4603,2.684,-0.002,2.654,-0.006
0.4604,2.691,0.004,2.664,0.004
0.4605,2.688,0.001,2.666,0.006
0.4606,2.686,-0.001,2.658,-0.002
0.4607,2.686,-0.001,2.660,0.000
0.4608,2.681,-0.006,2.658,-0.002
0.4609,2.689,0.003,2.660,0.000
0.4610,2.692,0.005,2.669,0.009
0.4611,2.687,0.000,2.660,0.000
0.4612,2.688,0.001,2.659,-0.001
0.4613,2.689,0.003,2.666,0.006
0.4614,2.689,0.003,2.659,-0.001
0.4615,2.694,0.007,2.669,0.009
0.4616,2.688,0.001,2.664,0.004
0.4617,2.687,0.000,2.655,-0.005
0.4618,2.691,0.004,2.659,-0.001
0.4619,2.678,-0.008,2.653,-0.007
0.4620,2.687,0.000,2.659,-0.001
0.4621,2.693,0.006,2.666,0.006
0.4622,2.682,-0.005,2.652,-0.008
0.4623,2.687,0.000,2.657,-0.004
0.4624,2.687,0.000,2.665,0.005
0.4625,2.687,0.000,2.659,-0.001
0.4626,2.691,0.004,2.664,0.004
0.4627,2.688,0.001,2.665,0.005
0.4628,2.687,0.000,2.657,-0.004
0.4629,2.688,0.001,2.660,0.000
0.4630,2.680,-0.007,2.654,-0.006
0.4631,2.681,-0.006,2.652,-0.008
0.4632,2.686,-0.001,2.660,0.000
0.4633,2.681,-0.006,2.651,-0.010
0.4634,2.684,-0.002,2.657,-0.004
0.4635,2.683,-0.004,2.657,-0.004
0.4636,2.684,-0.002,2.653,-0.007
0.4637,2.688,0.001,2.657,-0.004
0.4638,2.682,-0.005,2.654,-0.006
0.4639,2.686,-0.001,2.654,-0.006
0.4640,2.688,0.001,2.659,-0.001
0.4641,2.686,-0.001,2.660,0.000
0.4642,2.688,0.001,2.658,-0.002
0.4643,2.689,0.003,2.665,0.005
0.4644,2.687,0.000,2.657,-0.004
0.4645,2.692,0.005,2.666,0.006
0.4646,2.689,0.003,2.666,0.006
0.4647,2.683,-0.004,2.657,-0.004
0.4648,2.689,0.003,2.666,0.006
0.4649,2.683,-0.004,2.660,0.000
0.4650,2.684,-0.002,2.658,-0.002
0.4651,2.691,0.004,2.666,0.006
0.4652,2.678,-0.008,2.653,-0.007
0.4653,2.687,0.000,2.658,-0.002
0.4654,2.691,0.004,2.661,0.001
0.4655,2.687,0.000,2.657,-0.004
0.4656,2.694,0.007,2.664,0.004
0.4657,2.687,0.000,2.663,0.003
0.4658,2.686,-0.001,2.657,-0.004
0.4659,2.691,0.004,2.669,0.009
0.4660,2.687,0.000,2.666,0.006
0.4661,2.691,0.004,2.664,0.004
0.4662,2.693,0.006,2.670,0.010
0.4663,2.687,0.000,2.661,0.001
0.4664,2.689,0.003,2.658,-0.002
0.4665,2.691,0.004,2.664,0.004
0.4666,2.681,-0.006,2.653,-0.007
0.4667,2.689,0.003,2.660,0.000
0.4668,2.686,-0.001,2.663,0.003
0.4669,2.687,0.000,2.658,-0.002
0.4670,2.691,0.004,2.664,0.004
0.4671,2.686,-0.001,2.660,0.000
0.4672,2.692,0.005,2.659,-0.001
0.4673,2.691,0.004,2.659,-0.001
0.4674,2.684,-0.002,2.655,-0.005
0.4675,2.691,0.004,2.658,-0.002
0.4676,2.687,0.000,2.660,0.000
0.4677,2.681,-0.006,2.653,-0.007
0.4678,2.687,0.000,2.660,0.000
0.4679,2.684,-0.002,2.664,0.004
0.4680,2.688,0.001,2.664,0.004
0.4681,2.692,0.005,2.668,0.007
0.4682,2.681,-0.006,2.654,-0.006
0.4683,2.684,-0.002,2.657,-0.004
0.4684,2.688,0.001,2.661,0.001
0.4685,2.683,-0.004,2.654,-0.006
0.4686,2.688,0.001,2.658,-0.002
0.4687,2.688,0.001,2.659,-0.001
0.4688,2.682,-0.005,2.652,-0.008
0.4689,2.687,0.000,2.657,-0.004
0.4690,2.683,-0.004,2.660,0.000
0.4691,2.686,-0.001,2.657,-0.004
0.4692,2.692,0.005,2.668,0.007
0.4693,2.688,0.001,2.665,0.005
0.4694,2.687,0.000,2.659,-0.001
0.4695,2.687,0.000,2.665,0.005
0.4696,2.681,-0.006,2.654,-0.006
0.4697,2.687,0.000,2.660,0.000
0.4698,2.686,-0.001,2.661,0.001
0.4699,2.686,-0.001,2.658,-0.002
0.4700,2.695,0.009,2.670,0.010
0.4701,2.688,0.001,2.666,0.006
0.4702,2.687,0.000,2.658,-0.002
0.4703,2.691,0.004,2.664,0.004
0.4704,2.682,-0.005,2.658,-0.002
0.4705,2.689,0.003,2.659,-0.001
0.4706,2.687,0.000,2.660,0.000
0.4707,2.680,-0.007,2.651,-0.010
0.4708,2.688,0.001,2.657,-0.004
0.4709,2.684,-0.002,2.658,-0.002
0.4710,2.687,0.000,2.659,-0.001
0.4711,2.688,0.001,2.660,0.000
0.4712,2.686,-0.001,2.665,0.005
0.4713,2.682,-0.005,2.657,-0.004
0.4714,2.687,0.000,2.661,0.001
0.4715,2.678,-0.008,2.653,-0.007
0.4716,2.683,-0.004,2.655,-0.005
0.4717,2.686,-0.001,2.660,0.000
0.4718,2.686,-0.001,2.655,-0.005
0.4719,2.689,0.003,2.660,0.000
0.4720,2.688,0.001,2.665,0.005
0.4721,2.691,0.004,2.664,0.004
0.4722,2.691,0.004,2.664,0.004
0.4723,2.682,-0.005,2.663,0.003
0.4724,2.684,-0.002,2.654,-0.006
0.4725,2.687,0.000,2.659,-0.001
0.4726,2.684,-0.002,2.657,-0.004
0.4727,2.688,0.001,2.658,-0.002
0.4728,2.687,0.000,2.660,0.000
0.4729,2.684,-0.002,2.654,-0.006
0.4730,2.692,0.005,2.663,0.003
0.4731,2.688,0.001,2.666,0.006
0.4732,2.684,-0.002,2.655,-0.005
0.4733,2.689,0.003,2.660,0.000
0.4734,2.678,-0.008,2.653,-0.007
0.4735,2.682,-0.005,2.654,-0.006
0.4736,2.686,-0.001,2.658,-0.002
0.4737,2.675,-0.012,2.651,-0.010
0.4738,2.684,-0.002,2.655,-0.005
0.4739,2.683,-0.004,2.658,-0.002
0.4740,2.683,-0.004,2.657,-0.004
0.4741,2.691,0.004,2.661,0.001
0.4742,2.680,-0.007,2.653,-0.007
0.4743,2.680,-0.007,2.652,-0.008
0.4744,2.687,0.000,2.658,-0.002
0.4745,2.680,-0.007,2.658,-0.002
0.4746,2.687,0.000,2.657,-0.004
0.4747,2.687,0.000,2.661,0.001
0.4748,2.682,-0.005,2.657,-0.004
0.4749,2.691,0.004,2.663,0.003
0.4750,2.692,0.005,2.666,0.006
0.4751,2.687,0.000,2.658,-0.002
0.4752,2.693,0.006,2.666,0.006
0.4753,2.687,0.000,2.659,-0.001
0.4754,2.686,-0.001,2.658,-0.002
0.4755,2.695,0.009,2.671,0.011
0.4756,2.687,0.000,2.663,0.003
0.4757,2.688,0.001,2.660,0.000
0.4758,2.688,0.001,2.666,0.006
0.4759,2.684,-0.002,2.657,-0.004
0.4760,2.691,0.004,2.659,-0.001
0.4761,2.692,0.005,2.666,0.006
0.4762,2.686,-0.001,2.657,-0.004
0.4763,2.688,0.001,2.659,-0.001
0.4764,2.684,-0.002,2.659,-0.001
0.4765,2.686,-0.001,2.658,-0.002
0.4766,2.692,0.005,2.668,0.007
0.4767,2.683,-0.004,2.658,-0.002
0.4768,2.683,-0.004,2.655,-0.005
0.4769,2.687,0.000,2.659,-0.001
0.4770,2.681,-0.006,2.653,-0.007
0.4771,2.688,0.001,2.660,0.000
0.4772,2.684,-0.002,2.658,-0.002
0.4773,2.684,-0.002,2.657,-0.004
0.4774,2.688,0.001,2.659,-0.001
0.4775,2.682,-0.005,2.658,-0.002
0.4776,2.686,-0.001,2.657,-0.004
0.4777,2.684,-0.002,2.655,-0.005
0.4778,2.682,-0.005,2.655,-0.005
0.4779,2.687,0.000,2.657,-0.004
0.4780,2.692,0.005,2.665,0.005
0.4781,2.687,0.000,2.655,-0.005
0.4782,2.686,-0.001,2.658,-0.002
0.4783,2.681,-0.006,2.658,-0.002
0.4784,2.678,-0.008,2.653,-0.007
0.4785,2.682,-0.005,2.658,-0.002
0.4786,2.678,-0.008,2.657,-0.004
0.4787,2.684,-0.002,2.659,-0.001
0.4788,2.691,0.004,2.669,0.009
0.4789,2.684,-0.002,2.664,0.004
0.4790,2.687,0.000,2.661,0.001
0.4791,2.686,-0.001,2.664,0.004
0.4792,2.684,-0.002,2.658,-0.002
0.4793,2.693,0.006,2.664,0.004
0.4794,2.691,0.004,2.666,0.006
0.4795,2.686,-0.001,2.657,-0.004
0.4796,2.689,0.003,2.660,0.000
0.4797,2.684,-0.002,2.660,0.000
0.4798,2.687,0.000,2.655,-0.005
0.4799,2.692,0.005,2.665,0.005
0.4800,2.686,-0.001,2.659,-0.001
0.4801,2.692,0.005,2.665,0.005
0.4802,2.687,0.000,2.663,0.003
0.4803,2.684,-0.002,2.657,-0.004
0.4804,2.692,0.005,2.664,0.004
0.4805,2.691,0.004,2.666,0.006
0.4806,2.687,0.000,2.658,-0.002
0.4807,2.692,0.005,2.660,0.000
0.4808,2.684,-0.002,2.660,0.000
0.4809,2.691,0.004,2.659,-0.001
0.4810,2.687,0.000,2.664,0.004
0.4811,2.681,-0.006,2.653,-0.007
0.4812,2.683,-0.004,2.653,-0.007
0.4813,2.689,0.003,2.665,0.005
0.4814,2.688,0.001,2.658,-0.002
0.4815,2.694,0.007,2.668,0.007
0.4816,2.691,0.004,2.664,0.004
0.4817,2.684,-0.002,2.658,-0.002
0.4818,2.691,0.004,2.668,0.007
0.4819,2.682,-0.005,2.660,0.000
0.4820,2.688,0.001,2.660,0.000
0.4821,2.694,0.007,2.669,0.009
0.4822,2.687,0.000,2.660,0.000
0.4823,2.692,0.005,2.660,0.000
0.4824,2.687,0.000,2.660,0.000
0.4825,2.684,-0.002,2.655,-0.005
0.4826,2.687,0.000,2.658,-0.002
0.4827,2.686,-0.001,2.661,0.001
0.4828,2.686,-0.001,2.657,-0.004
0.4829,2.688,0.001,2.660,0.000
0.4830,2.682,-0.005,2.657,-0.004
0.4831,2.683,-0.004,2.655,-0.005
0.4832,2.691,0.004,2.665,0.005
0.4833,2.684,-0.002,2.657,-0.004
0.4834,2.687,0.000,2.660,0.000
0.4835,2.684,-0.002,2.659,-0.001
0.4836,2.684,-0.002,2.658,-0.002
0.4837,2.689,0.003,2.660,0.000
0.4838,2.686,-0.001,2.658,-0.002
0.4839,2.688,0.001,2.658,-0.002
0.4840,2.694,0.007,2.664,0.004
0.4841,2.687,0.000,2.660,0.000
0.4842,2.686,-0.001,2.654,-0.006
0.4843,2.687,0.000,2.660,0.000
0.4844,2.686,-0.001,2.657,-0.004
0.4845,2.688,0.001,2.658,-0.002
0.4846,2.686,-0.001,2.660,0.000
0.4847,2.684,-0.002,2.653,-0.007
0.4848,2.689,0.003,2.658,-0.002
0.4849,2.684,-0.002,2.658,-0.002
0.4850,2.682,-0.005,2.651,-0.010
0.4851,2.686,-0.001,2.658,-0.002
0.4852,2.678,-0.008,2.654,-0.006
0.4853,2.686,-0.001,2.658,-0.002
0.4854,2.687,0.000,2.661,0.001
0.4855,2.684,-0.002,2.658,-0.002
0.4856,2.688,0.001,2.659,-0.001
0.4857,2.684,-0.002,2.664,0.004
0.4858,2.687,0.000,2.663,0.003
0.4859,2.688,0.001,2.664,0.004
0.4860,2.689,0.003,2.670,0.010
0.4861,2.693,0.006,2.669,0.009
0.4862,2.694,0.007,2.670,0.010
0.4863,2.688,0.001,2.666,0.006
0.4864,2.688,0.001,2.658,-0.002
0.4865,2.692,0.005,2.666,0.006
0.4866,2.691,0.004,2.658,-0.002
0.4867,2.692,0.005,2.659,-0.001
0.4868,2.688,0.001,2.664,0.004
0.4869,2.687,0.000,2.660,0.000
0.4870,2.693,0.006,2.671,0.011
0.4871,2.687,0.000,2.669,0.009
0.4872,2.689,0.003,2.666,0.006
0.4873,2.692,0.005,2.668,0.007
0.4874,2.686,-0.001,2.664,0.004
0.4875,2.694,0.007,2.666,0.006
0.4876,2.694,0.007,2.668,0.007
0.4877,2.691,0.004,2.660,0.000
0.4878,2.692,0.005,2.664,0.004
0.4879,2.692,0.005,2.668,0.007
0.4880,2.691,0.004,2.660,0.000
0.4881,2.695,0.009,2.668,0.007
0.4882,2.683,-0.004,2.657,-0.004
0.4883,2.683,-0.004,2.655,-0.005
0.4884,2.692,0.005,2.664,0.004
0.4885,2.681,-0.006,2.653,-0.007
0.4886,2.686,-0.001,2.655,-0.005
0.4887,2.684,-0.002,2.658,-0.002
0.4888,2.677,-0.010,2.651,-0.010
0.4889,2.682,-0.005,2.653,-0.007
0.4890,2.677,-0.010,2.654,-0.006
0.4891,2.678,-0.008,2.651,-0.010
0.4892,2.687,0.000,2.657,-0.004
0.4893,2.684,-0.002,2.654,-0.006
0.4894,2.686,-0.001,2.652,-0.008
0.4895,2.687,0.000,2.658,-0.002
0.4896,2.682,-0.005,2.654,-0.006
0.4897,2.683,-0.004,2.654,-0.006
0.4898,2.686,-0.001,2.660,0.000
0.4899,2.684,-0.002,2.654,-0.006
0.4900,2.694,0.007,2.670,0.010
0.4901,2.692,0.005,2.666,0.006
0.4902,2.686,-0.001,2.658,-0.002
0.4903,2.689,0.003,2.661,0.001
0.4904,2.682,-0.005,2.659,-0.001
0.4905,2.684,-0.002,2.658,-0.002
0.4906,2.684,-0.002,2.659,-0.001
0.4907,2.677,-0.010,2.652,-0.008
0.4908,2.683,-0.004,2.657,-0.004
0.4909,2.684,-0.002,2.665,0.005
0.4910,2.681,-0.006,2.657,-0.004
0.4911,2.687,0.000,2.663,0.003
0.4912,2.684,-0.002,2.666,0.006
0.4913,2.684,-0.002,2.659,-0.001
0.4914,2.692,0.005,2.668,0.007
0.4915,2.691,0.004,2.670,0.010
0.4916,2.693,0.006,2.665,0.005
0.4917,2.692,0.005,2.666,0.006
0.4918,2.687,0.000,2.654,-0.006
0.4919,2.694,0.007,2.660,0.000
0.4920,2.692,0.005,2.661,0.001
0.4921,2.692,0.005,2.658,-0.002
0.4922,2.693,0.006,2.664,0.004
0.4923,2.687,0.000,2.664,0.004
0.4924,2.692,0.005,2.664,0.004
0.4925,2.688,0.001,2.660,0.000
0.4926,2.680,-0.007,2.653,-0.007
0.4927,2.682,-0.005,2.654,-0.006
0.4928,2.683,-0.004,2.658,-0.002
0.4929,2.678,-0.008,2.653,-0.007
0.4930,2.687,0.000,2.664,0.004
0.4931,2.687,0.000,2.669,0.009
0.4932,2.683,-0.004,2.660,0.000
0.4933,2.691,0.004,2.668,0.007
0.4934,2.687,0.000,2.666,0.006
0.4935,2.689,0.003,2.659,-0.001
0.4936,2.694,0.007,2.666,0.006
0.4937,2.686,-0.001,2.655,-0.005
0.4938,2.689,0.003,2.657,-0.004
0.4939,2.688,0.001,2.658,-0.002
0.4940,2.684,-0.002,2.654,-0.006
0.4941,2.692,0.005,2.661,0.001
0.4942,2.684,-0.002,2.658,-0.002
0.4943,2.682,-0.005,2.654,-0.006
0.4944,2.688,0.001,2.659,-0.001
0.4945,2.684,-0.002,2.660,0.000
0.4946,2.687,0.000,2.658,-0.002
0.4947,2.689,0.003,2.664,0.004
0.4948,2.681,-0.006,2.654,-0.006
0.4949,2.689,0.003,2.660,0.000
0.4950,2.692,0.005,2.668,0.007
0.4951,2.687,0.000,2.659,-0.001
0.4952,2.695,0.009,2.669,0.009
0.4953,2.691,0.004,2.666,0.006
0.4954,2.687,0.000,2.659,-0.001
0.4955,2.689,0.003,2.668,0.007
0.4956,2.681,-0.006,2.660,0.000
0.4957,2.686,-0.001,2.660,0.000
0.4958,2.687,0.000,2.666,0.006
0.4959,2.684,-0.002,2.658,-0.002
0.4960,2.688,0.001,2.663,0.003
0.4961,2.697,0.010,2.670,0.010
0.4962,2.688,0.001,2.654,-0.006
0.4963,2.691,0.004,2.658,-0.002
0.4964,2.689,0.003,2.663,0.003
0.4965,2.687,0.000,2.654,-0.006
0.4966,2.689,0.003,2.659,-0.001
0.4967,2.678,-0.008,2.654,-0.006
0.4968,2.682,-0.005,2.654,-0.006
0.4969,2.683,-0.004,2.657,-0.004
0.4970,2.677,-0.010,2.651,-0.010
0.4971,2.682,-0.005,2.652,-0.008
0.4972,2.678,-0.008,2.653,-0.007
0.4973,2.680,-0.007,2.652,-0.008
0.4974,2.686,-0.001,2.657,-0.004
0.4975,2.682,-0.005,2.658,-0.002
0.4976,2.684,-0.002,2.654,-0.006
0.4977,2.688,0.001,2.660,0.000
0.4978,2.681,-0.006,2.657,-0.004
0.4979,2.686,-0.001,2.653,-0.007
0.4980,2.692,0.005,2.666,0.006
0.4981,2.688,0.001,2.657,-0.004
0.4982,2.684,-0.002,2.654,-0.006
0.4983,2.686,-0.001,2.663,0.003
0.4984,2.682,-0.005,2.658,-0.002
0.4985,2.688,0.001,2.666,0.006
0.4986,2.683,-0.004,2.664,0.004
0.4987,2.688,0.001,2.661,0.001
0.4988,2.693,0.006,2.669,0.009
0.4989,2.688,0.001,2.665,0.005
0.4990,2.691,0.004,2.659,-0.001
0.4991,2.693,0.006,2.666,0.006
0.4992,2.686,-0.001,2.657,-0.004
0.4993,2.689,0.003,2.658,-0.002
0.4994,2.689,0.003,2.668,0.007
0.4995,2.688,0.001,2.660,0.000
0.4996,2.689,0.003,2.660,0.000
0.4997,2.682,-0.005,2.654,-0.006
0.4998,2.681,-0.006,2.651,-0.010
0.4999,2.689,0.003,2.661,0.001
0.5000,2.686,-0.001,2.660,0.000
0.5001,2.692,0.005,2.666,0.006
0.5002,2.689,0.003,2.666,0.006
0.5003,2.682,-0.005,2.658,-0.002
0.5004,2.688,0.001,2.660,0.000
0.5005,2.687,0.000,2.663,0.003
0.5006,2.686,-0.001,2.657,-0.004
0.5007,2.692,0.005,2.659,-0.001
0.5008,2.684,-0.002,2.658,-0.002
0.5009,2.683,-0.004,2.652,-0.008
0.5010,2.684,-0.002,2.658,-0.002
0.5011,2.680,-0.007,2.657,-0.004
0.5012,2.681,-0.006,2.653,-0.007
0.5013,2.684,-0.002,2.660,0.000
0.5014,2.681,-0.006,2.653,-0.007
0.5015,2.688,0.001,2.660,0.000
0.5016,2.687,0.000,2.664,0.004
0.5017,2.688,0.001,2.658,-0.002
0.5018,2.694,0.007,2.668,0.007
0.5019,2.687,0.000,2.665,0.005
0.5020,2.693,0.006,2.666,0.006
0.5021,2.700,0.013,2.672,0.012
0.5022,2.689,0.003,2.661,0.001
0.5023,2.691,0.004,2.658,-0.002
0.5024,2.688,0.001,2.660,0.000
0.5025,2.686,-0.001,2.657,-0.004
0.5026,2.687,0.000,2.660,0.000
0.5027,2.682,-0.005,2.660,0.000
0.5028,2.678,-0.008,2.653,-0.007
0.5029,2.684,-0.002,2.664,0.004
0.5030,2.681,-0.006,2.659,-0.001
0.5031,2.684,-0.002,2.657,-0.004
0.5032,2.691,0.004,2.665,0.005
0.5033,2.686,-0.001,2.657,-0.004
0.5034,2.692,0.005,2.660,0.000
0.5035,2.688,0.001,2.659,-0.001
0.5036,2.688,0.001,2.655,-0.005
0.5037,2.697,0.010,2.666,0.006
0.5038,2.687,0.000,2.660,0.000
0.5039,2.683,-0.004,2.657,-0.004
0.5040,2.686,-0.001,2.660,0.000
0.5041,2.682,-0.005,2.661,0.001
0.5042,2.681,-0.006,2.653,-0.007
0.5043,2.682,-0.005,2.655,-0.005
0.5044,2.677,-0.010,2.649,-0.011
0.5045,2.682,-0.005,2.655,-0.005
0.5046,2.686,-0.001,2.659,-0.001
0.5047,2.682,-0.005,2.651,-0.010
0.5048,2.689,0.003,2.658,-0.002
0.5049,2.688,0.001,2.659,-0.001
0.5050,2.687,0.000,2.653,-0.007
0.5051,2.691,0.004,2.660,0.000
0.5052,2.682,-0.005,2.658,-0.002
0.5053,2.686,-0.001,2.660,0.000
0.5054,2.683,-0.004,2.660,0.000
0.5055,2.676,-0.011,2.653,-0.007
0.5056,2.686,-0.001,2.664,0.004
0.5057,2.687,0.000,2.668,0.007
0.5058,2.689,0.003,2.664,0.004
0.5059,2.698,0.011,2.669,0.009
0.5060,2.695,0.009,2.670,0.010
0.5061,2.695,0.009,2.661,0.001
0.5062,2.694,0.007,2.665,0.005
0.5063,2.686,-0.001,2.659,-0.001
0.5064,2.686,-0.001,2.658,-0.002
0.5065,2.692,0.005,2.669,0.009
0.5066,2.683,-0.004,2.658,-0.002
0.5067,2.688,0.001,2.660,0.000
0.5068,2.688,0.001,2.664,0.004
0.5069,2.682,-0.005,2.653,-0.007
0.5070,2.687,0.000,2.663,0.003
0.5071,2.682,-0.005,2.663,0.003
0.5072,2.682,-0.005,2.659,-0.001
0.5073,2.686,-0.001,2.666,0.006
0.5074,2.682,-0.005,2.660,0.000
0.5075,2.688,0.001,2.658,-0.002
0.5076,2.688,0.001,2.658,-0.002
0.5077,2.686,-0.001,2.651,-0.010
0.5078,2.691,0.004,2.658,-0.002
0.5079,2.694,0.007,2.666,0.006
0.5080,2.691,0.004,2.658,-0.002
0.5081,2.694,0.007,2.665,0.005
0.5082,2.684,-0.002,2.659,-0.001
0.5083,2.682,-0.005,2.658,-0.002
0.5084,2.688,0.001,2.665,0.005
0.5085,2.681,-0.006,2.655,-0.005
0.5086,2.688,0.001,2.660,0.000
0.5087,2.689,0.003,2.666,0.006
0.5088,2.687,0.000,2.657,-0.004
0.5089,2.691,0.004,2.660,0.000
0.5090,2.687,0.000,2.661,0.001
0.5091,2.691,0.004,2.657,-0.004
0.5092,2.693,0.006,2.659,-0.001
0.5093,2.689,0.003,2.660,0.000
0.5094,2.688,0.001,2.657,-0.004
0.5095,2.692,0.005,2.664,0.004
0.5096,2.678,-0.008,2.653,-0.007
0.5097,2.681,-0.006,2.658,-0.002
0.5098,2.684,-0.002,2.664,0.004
0.5099,2.677,-0.010,2.654,-0.006
0.5100,2.688,0.001,2.666,0.006
0.5101,2.691,0.004,2.671,0.011
0.5102,2.687,0.000,2.660,0.000
0.5103,2.691,0.004,2.664,0.004
0.5104,2.680,-0.007,2.657,-0.004
0.5105,2.687,0.000,2.657,-0.004
0.5106,2.691,0.004,2.663,0.003
0.5107,2.686,-0.001,2.655,-0.005
0.5108,2.691,0.004,2.659,-0.001
0.5109,2.692,0.005,2.665,0.005
0.5110,2.687,0.000,2.657,-0.004
0.5111,2.688,0.001,2.660,0.000
0.5112,2.687,0.000,2.661,0.001
0.5113,2.683,-0.004,2.653,-0.007
0.5114,2.687,0.000,2.659,-0.001
0.5115,2.681,-0.006,2.657,-0.004
0.5116,2.684,-0.002,2.658,-0.002
0.5117,2.689,0.003,2.665,0.005
0.5118,2.686,-0.001,2.657,-0.004
0.5119,2.694,0.007,2.661,0.001
0.5120,2.695,0.009,2.664,0.004
0.5121,2.694,0.007,2.660,0.000
0.5122,2.694,0.007,2.659,-0.001
0.5123,2.684,-0.002,2.663,0.003
0.5124,2.684,-0.002,2.657,-0.004
0.5125,2.689,0.003,2.668,0.007
0.5126,2.682,-0.005,2.664,0.004
0.5127,2.681,-0.006,2.659,-0.001
0.5128,2.684,-0.002,2.664,0.004
0.5129,2.677,-0.010,2.652,-0.008
0.5130,2.686,-0.001,2.653,-0.007
0.5131,2.684,-0.002,2.654,-0.006
0.5132,2.682,-0.005,2.651,-0.010
0.5133,2.689,0.003,2.658,-0.002
0.5134,2.681,-0.006,2.657,-0.004
0.5135,2.684,-0.002,2.655,-0.005
0.5136,2.688,0.001,2.664,0.004
0.5137,2.680,-0.007,2.658,-0.002
0.5138,2.682,-0.005,2.657,-0.004
0.5139,2.681,-0.006,2.659,-0.001
0.5140,2.684,-0.002,2.665,0.005
0.5141,2.695,0.009,2.674,0.013
0.5142,2.687,0.000,2.668,0.007
0.5143,2.684,-0.002,2.661,0.001
0.5144,2.688,0.001,2.665,0.005
0.5145,2.688,0.001,2.666,0.006
0.5146,2.691,0.004,2.658,-0.002
0.5147,2.692,0.005,2.659,-0.001
0.5148,2.684,-0.002,2.654,-0.006
0.5149,2.689,0.003,2.658,-0.002
0.5150,2.695,0.009,2.668,0.007
0.5151,2.687,0.000,2.657,-0.004
0.5152,2.692,0.005,2.660,0.000
0.5153,2.687,0.000,2.658,-0.002
0.5154,2.684,-0.002,2.653,-0.007
0.5155,2.688,0.001,2.659,-0.001
0.5156,2.682,-0.005,2.659,-0.001
0.5157,2.686,-0.001,2.658,-0.002
0.5158,2.692,0.005,2.668,0.007
0.5159,2.687,0.000,2.666,0.006
0.5160,2.695,0.009,2.666,0.006
0.5161,2.700,0.013,2.674,0.013
0.5162,2.692,0.005,2.657,-0.004
0.5163,2.692,0.005,2.658,-0.002
0.5164,2.689,0.003,2.658,-0.002
0.5165,2.687,0.000,2.652,-0.008
0.5166,2.691,0.004,2.660,0.000
0.5167,2.682,-0.005,2.657,-0.004
0.5168,2.684,-0.002,2.658,-0.002
0.5169,2.684,-0.002,2.664,0.004
0.5170,2.675,-0.012,2.658,-0.002
