"Time","Sound Pressure 1","Offset Pressure 1","Sound Pressure 2","Offset Pressure 2"
0,0000,2,683,-0,001,2,656,-0,003
0,0008,2,681,-0,004,2,652,-0,007
0,0016,2,681,-0,004,2,652,-0,007
0,0024,2,680,-0,005,2,653,-0,005
0,0032,2,682,-0,003,2,657,-0,002
0,0040,2,688,0,004,2,664,0,006
0,0048,2,686,0,001,2,658,0,000
0,0056,2,685,0,000,2,659,0,001
0,0064,2,689,0,005,2,657,-0,002
0,0072,2,687,0,002,2,657,-0,002
0,0080,2,683,-0,001,2,656,-0,003
0,0088,2,682,-0,003,2,653,-0,005
0,0096,2,683,-0,001,2,654,-0,004
0,0104,2,682,-0,003,2,657,-0,002
0,0112,2,682,-0,003,2,652,-0,007
0,0120,2,682,-0,003,2,656,-0,003
0,0128,2,682,-0,003,2,656,-0,003
0,0136,2,683,-0,001,2,661,0,002
0,0144,2,683,-0,001,2,665,0,007
0,0152,2,687,0,002,2,664,0,006
0,0160,2,688,0,004,2,661,0,002
0,0168,2,691,0,006,2,668,0,009
0,0176,2,688,0,004,2,657,-0,002
0,0184,2,687,0,002,2,657,-0,002
0,0192,2,685,0,000,2,659,0,001
0,0200,2,686,0,001,2,663,0,004
0,0208,2,681,-0,004,2,653,-0,005
0,0216,2,682,-0,003,2,651,-0,008
0,0224,2,682,-0,003,2,654,-0,004
0,0232,2,678,-0,006,2,663,0,004
0,0240,2,688,0,004,2,670,0,012
0,0248,2,686,0,001,2,657,-0,002
0,0256,2,692,0,007,2,667,0,008
0,0264,2,689,0,005,2,665,0,007
0,0272,2,691,0,006,2,663,0,004
0,0280,2,693,0,008,2,668,0,009
0,0288,2,687,0,002,2,659,0,001
0,0296,2,687,0,002,2,659,0,001
0,0304,2,687,0,002,2,656,-0,003
0,0312,2,689,0,005,2,654,-0,004
0,0320,2,686,0,001,2,664,0,006
0,0328,2,681,-0,004,2,663,0,004
0,0336,2,681,-0,004,2,652,-0,007
0,0344,2,686,0,001,2,658,0,000
0,0352,2,685,0,000,2,663,0,004
0,0360,2,688,0,004,2,659,0,001
0,0368,2,689,0,005,2,667,0,008
0,0376,2,691,0,006,2,665,0,007
0,0384,2,687,0,002,2,657,-0,002
0,0392,2,691,0,006,2,658,0,000
0,0400,2,692,0,007,2,657,-0,002
0,0408,2,681,-0,004,2,652,-0,007
0,0416,2,685,0,000,2,662,0,003
0,0424,2,682,-0,003,2,652,-0,007
0,0432,2,681,-0,004,2,647,-0,011
0,0440,2,683,-0,001,2,658,0,000
0,0448,2,674,-0,011,2,650,-0,009
0,0456,2,689,0,005,2,665,0,007
0,0464,2,685,0,000,2,659,0,001
0,0472,2,691,0,006,2,665,0,007
0,0480,2,689,0,005,2,659,0,001
0,0488,2,692,0,007,2,658,0,000
0,0496,2,689,0,005,2,659,0,001
0,0504,2,686,0,001,2,663,0,004
0,0512,2,686,0,001,2,657,-0,002
0,0520,2,688,0,004,2,653,-0,005
0,0528,2,687,0,002,2,656,-0,003
0,0536,2,683,-0,001,2,656,-0,003
0,0544,2,680,-0,005,2,657,-0,002
0,0552,2,683,-0,001,2,665,0,007
0,0560,2,692,0,007,2,667,0,008
0,0568,2,689,0,005,2,657,-0,002
0,0576,2,683,-0,001,2,656,-0,003
0,0584,2,682,-0,003,2,654,-0,004
0,0592,2,685,0,000,2,657,-0,002
0,0600,2,689,0,005,2,665,0,007
0,0608,2,685,0,000,2,654,-0,004
0,0616,2,686,0,001,2,651,-0,008
0,0624,2,681,-0,004,2,648,-0,010
0,0632,2,683,-0,001,2,656,-0,003
0,0640,2,681,-0,004,2,654,-0,004
0,0648,2,680,-0,005,2,652,-0,007
0,0656,2,682,-0,003,2,651,-0,008
0,0664,2,686,0,001,2,658,0,000
0,0672,2,687,0,002,2,659,0,001
0,0680,2,688,0,004,2,665,0,007
0,0688,2,686,0,001,2,664,0,006
0,0696,2,686,0,001,2,657,-0,002
0,0704,2,692,0,007,2,654,-0,004
0,0712,2,686,0,001,2,651,-0,008
0,0720,2,680,-0,005,2,652,-0,007
0,0728,2,682,-0,003,2,653,-0,005
0,0736,2,677,-0,007,2,654,-0,004
0,0744,2,682,-0,003,2,646,-0,013
0,0752,2,681,-0,004,2,652,-0,007
0,0760,2,681,-0,004,2,659,0,001
0,0768,2,681,-0,004,2,657,-0,002
0,0776,2,685,0,000,2,664,0,006
0,0784,2,680,-0,005,2,663,0,004
0,0792,2,689,0,005,2,658,0,000
0,0800,2,687,0,002,2,652,-0,007
0,0808,2,682,-0,003,2,656,-0,003
0,0816,2,687,0,002,2,663,0,004
0,0824,2,682,-0,003,2,657,-0,002
0,0832,2,683,-0,001,2,657,-0,002
0,0840,2,689,0,005,2,658,0,000
0,0848,2,682,-0,003,2,657,-0,002
0,0856,2,682,-0,003,2,658,0,000
0,0864,2,682,-0,003,2,659,0,001
0,0872,2,681,-0,004,2,663,0,004
0,0880,2,683,-0,001,2,659,0,001
0,0888,2,692,0,007,2,664,0,006
0,0896,2,688,0,004,2,659,0,001
0,0904,2,687,0,002,2,665,0,007
0,0912,2,687,0,002,2,665,0,007
0,0920,2,693,0,008,2,665,0,007
0,0928,2,691,0,006,2,659,0,001
0,0936,2,691,0,006,2,664,0,006
0,0944,2,683,-0,001,2,659,0,001
0,0952,2,686,0,001,2,657,-0,002
0,0960,2,678,-0,006,2,652,-0,007
0,0968,2,682,-0,003,2,656,-0,003
0,0976,2,683,-0,001,2,657,-0,002
0,0984,2,682,-0,003,2,653,-0,005
0,0992,2,691,0,006,2,664,0,006
0,1000,2,691,0,006,2,670,0,012
0,1008,2,687,0,002,2,663,0,004
0,1016,2,693,0,008,2,663,0,004
0,1024,2,688,0,004,2,659,0,001
0,1032,2,689,0,005,2,663,0,004
0,1040,2,687,0,002,2,664,0,006
0,1048,2,681,-0,004,2,652,-0,007
0,1056,2,682,-0,003,2,648,-0,010
0,1064,2,677,-0,007,2,650,-0,009
0,1072,2,677,-0,007,2,652,-0,007
0,1080,2,686,0,001,2,661,0,002
0,1088,2,678,-0,006,2,662,0,003
0,1096,2,687,0,002,2,667,0,008
0,1104,2,692,0,007,2,663,0,004
0,1112,2,692,0,007,2,665,0,007
0,1120,2,693,0,008,2,667,0,008
0,1128,2,692,0,007,2,665,0,007
0,1136,2,682,-0,003,2,656,-0,003
0,1144,2,682,-0,003,2,651,-0,008
0,1152,2,680,-0,005,2,650,-0,009
0,1160,2,682,-0,003,2,652,-0,007
0,1168,2,680,-0,005,2,648,-0,010
0,1176,2,682,-0,003,2,659,0,001
0,1184,2,683,-0,001,2,663,0,004
0,1192,2,687,0,002,2,664,0,006
0,1200,2,689,0,005,2,665,0,007
0,1208,2,697,0,012,2,669,0,010
0,1216,2,693,0,008,2,665,0,007
0,1224,2,686,0,001,2,661,0,002
0,1232,2,688,0,004,2,657,-0,002
0,1240,2,691,0,006,2,663,0,004
0,1248,2,682,-0,003,2,652,-0,007
0,1256,2,677,-0,007,2,644,-0,015
0,1264,2,681,-0,004,2,651,-0,008
0,1272,2,681,-0,004,2,654,-0,004
0,1280,2,686,0,001,2,659,0,001
0,1288,2,689,0,005,2,665,0,007
0,1296,2,682,-0,003,2,657,-0,002
0,1304,2,689,0,005,2,664,0,006
0,1312,2,692,0,007,2,664,0,006
0,1320,2,692,0,007,2,664,0,006
0,1328,2,688,0,004,2,663,0,004
0,1336,2,687,0,002,2,659,0,001
0,1344,2,683,-0,001,2,653,-0,005
0,1352,2,685,0,000,2,656,-0,003
0,1360,2,683,-0,001,2,658,0,000
0,1368,2,685,0,000,2,653,-0,005
0,1376,2,682,-0,003,2,651,-0,008
0,1384,2,682,-0,003,2,657,-0,002
0,1392,2,686,0,001,2,661,0,002
0,1400,2,689,0,005,2,667,0,008
0,1408,2,686,0,001,2,656,-0,003
0,1416,2,689,0,005,2,659,0,001
0,1424,2,685,0,000,2,663,0,004
0,1432,2,682,-0,003,2,656,-0,003
0,1440,2,689,0,005,2,657,-0,002
0,1448,2,681,-0,004,2,654,-0,004
0,1456,2,685,0,000,2,653,-0,005
0,1464,2,681,-0,004,2,647,-0,011
0,1472,2,686,0,001,2,653,-0,005
0,1480,2,686,0,001,2,653,-0,005
0,1488,2,683,-0,001,2,653,-0,005
0,1496,2,681,-0,004,2,657,-0,002
0,1504,2,686,0,001,2,662,0,003
0,1512,2,687,0,002,2,664,0,006
0,1520,2,686,0,001,2,662,0,003
0,1528,2,683,-0,001,2,657,-0,002
0,1536,2,681,-0,004,2,652,-0,007
0,1544,2,680,-0,005,2,652,-0,007
0,1552,2,695,0,011,2,657,-0,002
0,1560,2,687,0,002,2,657,-0,002
0,1568,2,687,0,002,2,659,0,001
0,1576,2,687,0,002,2,657,-0,002
0,1584,2,686,0,001,2,658,0,000
0,1592,2,678,-0,006,2,648,-0,010
0,1600,2,678,-0,006,2,654,-0,004
0,1608,2,676,-0,009,2,657,-0,002
0,1616,2,685,0,000,2,662,0,003
0,1624,2,686,0,001,2,662,0,003
0,1632,2,687,0,002,2,665,0,007
0,1640,2,688,0,004,2,656,-0,003
0,1648,2,689,0,005,2,659,0,001
0,1656,2,687,0,002,2,665,0,007
0,1664,2,689,0,005,2,664,0,006
0,1672,2,685,0,000,2,658,0,000
0,1680,2,683,-0,001,2,654,-0,004
0,1688,2,686,0,001,2,653,-0,005
0,1696,2,682,-0,003,2,659,0,001
0,1704,2,674,-0,011,2,652,-0,007
0,1712,2,680,-0,005,2,653,-0,005
0,1720,2,683,-0,001,2,656,-0,003
0,1728,2,687,0,002,2,654,-0,004
0,1736,2,685,0,000,2,657,-0,002
0,1744,2,686,0,001,2,665,0,007
0,1752,2,693,0,008,2,665,0,007
0,1760,2,687,0,002,2,667,0,008
0,1768,2,693,0,008,2,668,0,009
0,1776,2,692,0,007,2,659,0,001
0,1784,2,683,-0,001,2,659,0,001
0,1792,2,677,-0,007,2,654,-0,004
0,1800,2,686,0,001,2,656,-0,003
0,1808,2,676,-0,009,2,647,-0,011
0,1816,2,681,-0,004,2,656,-0,003
0,1824,2,681,-0,004,2,659,0,001
0,1832,2,689,0,005,2,668,0,009
0,1840,2,692,0,007,2,667,0,008
0,1848,2,695,0,011,2,673,0,014
0,1856,2,695,0,011,2,671,0,013
0,1864,2,694,0,010,2,657,-0,002
0,1872,2,691,0,006,2,664,0,006
0,1880,2,691,0,006,2,665,0,007
0,1888,2,677,-0,007,2,645,-0,014
0,1896,2,683,-0,001,2,650,-0,009
0,1904,2,681,-0,004,2,652,-0,007
0,1912,2,682,-0,003,2,656,-0,003
0,1920,2,685,0,000,2,659,0,001
0,1928,2,688,0,004,2,664,0,006
0,1936,2,687,0,002,2,668,0,009
0,1944,2,692,0,007,2,668,0,009
0,1952,2,688,0,004,2,662,0,003
0,1960,2,691,0,006,2,668,0,009
0,1968,2,681,-0,004,2,657,-0,002
0,1976,2,685,0,000,2,654,-0,004
0,1984,2,686,0,001,2,650,-0,009
0,1992,2,682,-0,003,2,653,-0,005
0,2000,2,681,-0,004,2,657,-0,002
0,2008,2,686,0,001,2,656,-0,003
0,2016,2,687,0,002,2,657,-0,002
0,2024,2,683,-0,001,2,664,0,006
0,2032,2,683,-0,001,2,659,0,001
0,2040,2,692,0,007,2,662,0,003
0,2048,2,686,0,001,2,657,-0,002
0,2056,2,685,0,000,2,661,0,002
0,2064,2,682,-0,003,2,652,-0,007
0,2072,2,687,0,002,2,650,-0,009
0,2080,2,686,0,001,2,654,-0,004
0,2088,2,686,0,001,2,664,0,006
0,2096,2,682,-0,003,2,652,-0,007
0,2104,2,685,0,000,2,652,-0,007
0,2112,2,686,0,001,2,658,0,000
0,2120,2,687,0,002,2,663,0,004
0,2128,2,680,-0,005,2,651,-0,008
0,2136,2,682,-0,003,2,654,-0,004
0,2144,2,678,-0,006,2,659,0,001
0,2152,2,682,-0,003,2,652,-0,007
0,2160,2,686,0,001,2,648,-0,010
0,2168,2,691,0,006,2,664,0,006
0,2176,2,682,-0,003,2,656,-0,003
0,2184,2,687,0,002,2,654,-0,004
0,2192,2,691,0,006,2,656,-0,003
